627270,Fighting,Action,Superhero,Multiplayer,Batman,Singleplayer,Local Multiplayer,Comic Book,2D Fighter,Story Rich,Heist
236110,Free to Play,Tower Defense,Multiplayer,Co-op,Strategy,RPG,Action,Online Co-Op,Fantasy,Adventure,Third Person,Early Access,Funny,Indie,Singleplayer,Massively Multiplayer,Casual,Hack and Slash,MMORPG,MOBA
438020,Indie,Strategy,Action,Top-Down
1250,FPS,Zombies,Co-op,Survival,Action,Multiplayer,Horror,Online Co-Op,Shooter,Gore,Team-Based,First-Person,Moddable,Survival Horror,Great Soundtrack,Singleplayer,Class-Based,Difficult,Comedy,Adventure
207890
365670,Animation & Modeling,Free to Play,Game Development,Design & Illustration,Video Production,Software,GameMaker,Singleplayer,Difficult,Action,Anime,3D,Psychological Horror,Sandbox,Comedy,Multiplayer,Nudity
307780,Fighting,Gore,Action,Violent,Multiplayer,Blood,Mature,Competitive,Local Multiplayer,2D Fighter,Atmospheric,Singleplayer,Arcade,Great Soundtrack,2.5D,Online Co-Op,Fantasy,Third Person,Horror,Female Protagonist
42680,Action,FPS,Multiplayer,Shooter,First-Person,War,Singleplayer,Online Co-Op,Military,Co-op,Casual,Story Rich,Survival,Point & Click,Linear,Adventure,Controller,Family Friendly,Zombies,Dog
108600,Early Access,Survival,Zombies,Open World,Sandbox,Multiplayer,Indie,Simulation,RPG,Post-apocalyptic,Crafting,Co-op,Building,Survival Horror,Isometric,Singleplayer,2D,Realistic,Adventure
454180,Simulation,Racing,Action,Indie,Casual,Adventure,Great Soundtrack,Arcade,Funny,Early Access
454150,Early Access,Action,Adventure,Indie,Casual,FPS,Multiplayer,Trading Card Game,Shooter
564710,Free to Play,RPG,Pixel Graphics,Casual,2D,Turn-Based,Clicker,Dungeon Crawler,Singleplayer,Adventure,Fantasy,Action,Strategy,Multiplayer,Indie,Great Soundtrack,Comedy,Turn-Based Combat,MMORPG,Point & Click
361420,Early Access,Open World,Survival,Multiplayer,Space,Exploration,Sandbox,Base-Building,Co-op,Building,Adventure,Crafting,Sci-fi,Third Person,Atmospheric,Singleplayer,Colorful,Great Soundtrack,Indie
285190,Warhammer 40K,Strategy,RTS,Sci-fi,Multiplayer,Action,MOBA,Games Workshop,Gore,Singleplayer,War,Atmospheric,Base-Building,Tactical,Co-op,Great Soundtrack,Violent,Classic,Story Rich,Casual
10180,Action,FPS,Multiplayer,Shooter,First-Person,Singleplayer,War,Co-op,Military,Online Co-Op,PvP,Great Soundtrack,Adventure,Story Rich,Atmospheric,Tactical,Linear,Strategy,Moddable,Zombies
113200,Rogue-like,Indie,Replay Value,Difficult,Procedural Generation,Action,Dark,Top-Down,Great Soundtrack,Adventure,Singleplayer,Addictive,Rogue-lite,RPG,Survival,2D,Dungeon Crawler,Perma Death,Bullet Hell,Atmospheric
287390,Post-apocalyptic,Atmospheric,FPS,Action,Story Rich,Horror,First-Person,Singleplayer,Stealth,Shooter,Survival,Adventure,Based On A Novel,Survival Horror,Remake,Nudity,Sci-fi,Difficult,Multiplayer,Open World
581690,Adventure
363890,RPGMaker,Game Development,RPG,Anime,Design & Illustration,Web Publishing,GameMaker,JRPG,2D,Software,Nudity,Sexual Content
357290,Indie,Action,Adventure,Horror,FPS
204360,Co-op,Action,Adventure,Multiplayer,Beat 'em up,Local Co-Op,Indie,Funny,Online Co-Op,Comedy,Hack and Slash,2D,RPG,Local Multiplayer,Casual,Controller,Great Soundtrack,Side Scroller,Fantasy,Action RPG
374040,Adventure,Open World,Sandbox,Multiplayer,Building,RPG,Crafting,Survival,Co-op,Action,Exploration,Singleplayer,Early Access,Fantasy,Voxel,Casual,MMORPG,Cute,Dungeon Crawler,Third Person
269950,Simulation,Flight,Realistic,Open World,Multiplayer,Singleplayer,VR,Sandbox,First-Person,Physics,Atmospheric,Adventure,Free to Play
217490
465650,Sports,Strategy,Simulation,Indie,Management
641990,Strategy,Multiplayer,Pixel Graphics,Online Co-Op,Co-op,2D,Crafting,Indie,Singleplayer,Simulation,Sandbox,Stealth,Local Co-Op,Character Customization,Funny,Action,Puzzle,Difficult,Open World,Split Screen
557400,Free to Play,Clicker,Indie,Casual,Singleplayer,RPG,Adventure,Strategy,Action,Simulation
537180,Free to Play,Anime,Adventure,Massively Multiplayer,MMORPG,RPG,Action,Open World,Multiplayer,Casual,Action-Adventure,Action RPG,Co-op,Fantasy,Arcade,FPS,Online Co-Op,Survival,Singleplayer,Nudity
215080,Free to Play,Massively Multiplayer,Turn-Based Strategy,RPG,MMORPG,Turn-Based,Strategy,Anime,Adventure,Open World,Tactical,Multiplayer,Fantasy,Isometric,Sandbox,2D,Co-op,Cartoon,Indie,Casual
289130,Strategy,Turn-Based,4X,Fantasy,Turn-Based Strategy,Hex Grid,Multiplayer,Singleplayer,Great Soundtrack,RPG,Indie,Sci-fi,Adventure,Tactical,Medieval,Grand Strategy,Atmospheric,Exploration,Open World,Sandbox
504730
42750
302830,Early Access,Free to Play,Shooter,Multiplayer,FPS,Building,Action,Zombies,Pixel Graphics,Online Co-Op,Survival,Sandbox,Co-op,3D Vision,Massively Multiplayer,Adventure,Open World,Funny,Casual
8870,FPS,Story Rich,Action,Singleplayer,Steampunk,Atmospheric,Shooter,First-Person,Alternate History,Beautiful,Adventure,Great Soundtrack,Dystopian ,Sci-fi,Time Travel,Masterpiece,Fantasy,Gore,Linear,RPG
204300,MOBA,Multiplayer,Platformer,2D,Action,Indie,Local Co-Op,Co-op,Great Soundtrack,Strategy,Controller,Free to Play,Sci-fi,Local Multiplayer,Online Co-Op,Space,Competitive,Side Scroller,Cartoon,Funny
224260,Free to Play,Zombies,Multiplayer,Survival,Horror,Co-op,Action,Online Co-Op,FPS,First-Person,Shooter,Survival Horror,Post-apocalyptic,Open World,Realistic,Indie,Atmospheric,Mod,Adventure,Massively Multiplayer
706220,Massively Multiplayer,MMORPG,Open World,RPG,Character Customization,Adventure,Fantasy,Action,Sandbox,PvP,Multiplayer,Nudity,Third Person,Violent,Co-op,Hack and Slash,Fishing,Female Protagonist,Strategy,Simulation
212160,Free to Play,Action,Hack and Slash,Massively Multiplayer,RPG,MMORPG,Adventure,Third Person,Co-op,Character Customization,Action RPG,Multiplayer,PvP,Nudity,Fantasy,Fast-Paced,Singleplayer,Open World,Horror,Controller
558990,Indie,Puzzle,Programming,Simulation,Early Access,Singleplayer,Great Soundtrack,Logic,Building,Sandbox,Steampunk,2D,Difficult
3900,Strategy,Turn-Based Strategy,Turn-Based,4X,Historical,Multiplayer,Singleplayer,Moddable,Classic,Grand Strategy,Addictive,Simulation,Replay Value,Great Soundtrack,Resource Management,Economy,Tactical,War,Masterpiece
589290,Early Access,Historical,Multiplayer,Action,Indie,Naval,Third-Person Shooter,First-Person,Military,War,Strategy,FPS,Massively Multiplayer,Simulation,Team-Based,Memes,Shooter,Tactical,Third Person
502520,Strategy,War,Historical,RTS,Simulation,Tactical,Indie,Multiplayer,America,Wargame,Early Access,Open World,Military,Singleplayer,Turn-Based Strategy
550470,Free to Play,Anime,Massively Multiplayer,MMORPG,RPG,Adventure,Action,Multiplayer,Open World,Nudity
609150,RPG,Action,JRPG,Anime,Sci-fi,Great Soundtrack,Singleplayer
496460,City Builder,Strategy,Resource Management,Simulation,Medieval,Survival,Building,Open World,Indie,Singleplayer,Crafting,Sandbox,Multiplayer,Early Access
32370,RPG,Star Wars,Sci-fi,Singleplayer,Story Rich,Classic,Party-Based RPG,Adventure,Real-Time with Pause,Masterpiece,Third Person,Action,Choices Matter,Exploration,Fantasy,Space,Atmospheric,Turn-Based,Moddable,Great Soundtrack
466170,Indie,Casual,Free to Play,Anime,Clicker,Singleplayer
9450,Warhammer 40K,Strategy,RTS,Base-Building,Sci-fi,Real-Time,Multiplayer,Singleplayer,Games Workshop,Futuristic,Classic,Action,Atmospheric,Great Soundtrack,Adventure,Gore,Masterpiece
203290,Free to Play,FPS,Action,Multiplayer,Shooter,Military,Tactical,First-Person,Singleplayer,America,Open World,Co-op,War,Simulation,Strategy,Realistic,Massively Multiplayer,Survival,Adventure,Atmospheric
306020,Tower Defense,Strategy,Co-op,Family Friendly,Action,Casual,Multiplayer,Singleplayer,Online Co-Op,Funny,2D,Colorful,Sandbox,Difficult,Replay Value,Great Soundtrack,Survival,Psychological Horror
287450,Strategy,RTS,Classic,Masterpiece,Historical,Multiplayer,Simulation,War,Great Soundtrack,Epic,Singleplayer,Co-op,Real-Time,Base-Building,Remake,City Builder,Isometric,Atmospheric,Action,Building
42960,Grand Strategy,Strategy,Historical,Politics,Simulation,Real-Time with Pause,Economy,Military,World War I,Sandbox,Singleplayer,War,RTS,Multiplayer,Moddable,Alternate History,Management,Diplomacy,Great Soundtrack,Education
610120,Adventure,Indie,Violent,Point & Click
650500,Action,Violent,Gore,Nudity,FPS,Singleplayer,Shooter
236690,Strategy,Sports,Turn-Based,Games Workshop,Fantasy,Multiplayer,Board Game,Turn-Based Strategy,Gore,Football,Singleplayer,Difficult,Violent,Dark Humor,Funny,RPG,Warhammer 40K,Blood,Action
439350,Free to Play,Massively Multiplayer,Anime,RPG,Action,MMORPG,Hack and Slash,Nudity,Sexual Content
434170,Casual,Local Multiplayer,Funny,Board Game,Indie,Strategy,Multiplayer,Family Friendly,Comedy,Co-op,Horror
370240,Sports,Basketball,Multiplayer,Simulation,Singleplayer,Realistic,Co-op,Great Soundtrack,Controller,Atmospheric,Action,Free to Play,Online Co-Op,RPG,Open World,FPS,Female Protagonist,Memes
427270,Free to Play,Multiplayer,Tower Defense,Co-op,Action,Strategy,MOBA,PvE,Survival,Fantasy,Singleplayer,Third Person,PvP,RPG,Adventure,Funny,Massively Multiplayer,Online Co-Op,FPS,Open World
2870,Space,Simulation,Sci-fi,Action,Space Sim,Sandbox,Singleplayer,Open World,Economy,Trading,Strategy,Atmospheric,Moddable,4X,Adventure,Great Soundtrack,Exploration
446150,Free to Play,Strategy,Multiplayer,Action,Casual,Tower Defense,Base-Building,Massively Multiplayer,War,Early Access,Shooter
234630,Racing,Simulation,Driving,Realistic,Multiplayer,Sports,Singleplayer,Physics,Atmospheric,First-Person,VR,Action,Controller,Third Person,Open World,Co-op,Arcade,TrackIR,Indie,Casual
249130,LEGO,Open World,Superhero,Adventure,Action,Local Co-Op,Comedy,Family Friendly,Funny,Comic Book,Singleplayer,Co-op,Third Person,Local Multiplayer,Split Screen,Multiplayer,Casual,Puzzle,Sandbox,Platformer
685310,Free to Play,Clicker,Strategy,Casual
226860,Strategy,Space,Turn-Based Strategy,4X,Sci-fi,Turn-Based,Multiplayer,Singleplayer,Grand Strategy,Simulation,Moddable,Exploration,Replay Value,Hex Grid,Open World,Indie,Lore-Rich,Sandbox,Adventure,Early Access
236430,RPG,Dark Fantasy,Difficult,Action RPG,Action,Masterpiece,Unforgiving,Adventure,Exploration,Atmospheric,Co-op,Multiplayer,Fantasy,Epic,PvP,Third Person,Replay Value,Open World,Dark,Medieval
47810,RPG,Fantasy,Story Rich,Singleplayer,Party-Based RPG,Choices Matter,Real-Time with Pause,Mature,Character Customization,Adventure,Strategy,Female Protagonist,Dark Fantasy,Multiple Endings,Dragons,Classic,Open World,Tactical,Masterpiece,Moddable
200260,Action,Open World,Batman,Adventure,Stealth,Third Person,Superhero,Singleplayer,Beat 'em up,Comic Book,Detective,Fighting,Story Rich,Atmospheric,Action-Adventure,Cinematic,Controller,3D Vision,Metroidvania,Sandbox
238090,Sniper,Action,Stealth,Multiplayer,World War II,Co-op,Shooter,Adventure,Third-Person Shooter,Tactical,Third Person,War,Singleplayer,Online Co-Op,Open World,Gore,Strategy,FPS,Atmospheric,Simulation
228280,RPG,Fantasy,Classic,Isometric,Party-Based RPG,Real-Time with Pause,Singleplayer,Strategy,Dungeons & Dragons,CRPG,Co-op,Story Rich,Character Customization,Adventure,Multiplayer,Online Co-Op,Remake,Magic,Atmospheric,Female Protagonist
285920,Building,Open World,Sandbox,Robots,Multiplayer,Crafting,Action,Adventure,Early Access,Survival,Singleplayer,Strategy,Exploration,Indie,Physics,Shooter,Third Person,Sci-fi,Simulation,Co-op
210770,Tower Defense,FPS,Co-op,Strategy,Action,Indie,Sci-fi,Online Co-Op,Multiplayer,First-Person,Shooter,Singleplayer,Survival,Futuristic,Female Protagonist,Great Soundtrack,Aliens,RPG,Funny,Adventure
268420,Anime,Free to Play,MMORPG,RPG,Massively Multiplayer,Adventure,Multiplayer,Fantasy,Open World,Action,Casual,JRPG,Cute,Nudity,Magic,Third Person,PvE,Online Co-Op,Co-op,Female Protagonist
400,Puzzle,First-Person,Singleplayer,Sci-fi,Comedy,Female Protagonist,Action,Funny,Platformer,Story Rich,Physics,FPS,Short,Classic,Science,Adventure,Atmospheric,Dark Humor,Great Soundtrack,Strategy
368070,Sniper,Action,Open World,FPS,Multiplayer,Stealth,Shooter,Singleplayer,First-Person,Military,Violent,Co-op,War,Adventure,Heist,Online Co-Op,Gore,Tactical,Strategy,Nudity
331470,Visual Novel,Free to Play,Story Rich,Anime,Great Soundtrack,Choices Matter,Mature,Singleplayer,Romance,Nudity,Multiple Endings,Dating Sim,Replay Value,2D,Adventure,Mystery,Comedy,Indie,Classic,Casual
495910,Free to Play,Anime,Massively Multiplayer,RPG,Action,Beat 'em up,2D,Adventure,Side Scroller,Hack and Slash,MMORPG,Fighting,Action RPG,2D Fighter,Online Co-Op,Dungeon Crawler,Great Soundtrack,Singleplayer,Open World,Nudity
312530,Multiplayer,Action,Pixel Graphics,Funny,Local Multiplayer,2D,4 Player Local,Platformer,Indie,Retro,Great Soundtrack,Comedy,Shooter,Fast-Paced,Competitive,Memes,Local Co-Op,Co-op,Casual,1980s
238460,Comedy,Co-op,Platformer,Funny,Multiplayer,Indie,Adventure,Local Co-Op,2D,Action,Great Soundtrack,Casual,Puzzle,Online Co-Op,Level Editor,Local Multiplayer,Singleplayer,Masterpiece,Difficult,Team-Based
311310,Early Access,Naval,Open World,Massively Multiplayer,Simulation,Pirates,Historical,Strategy,Action,Adventure,Multiplayer,Sailing,Indie,Realistic,Military,Sandbox,Atmospheric,PvP,Co-op
321040,Racing,Simulation,Multiplayer,Sports,Driving,Offroad,Controller,Split Screen,Singleplayer,Great Soundtrack,Open World,Arcade,Local Co-Op,Action,First-Person,Realistic,Benchmark
365960,Racing,Simulation,Sports,Realistic,Multiplayer,Driving,Singleplayer
581600,Action,Indie,Adventure
722060,Indie,Strategy,Fantasy,Turn-Based Strategy,4X,Turn-Based,God Game,Multiplayer
365360,Strategy,Turn-Based Combat,RPG,Medieval,Open World,Turn-Based,Turn-Based Tactics,Indie,Sandbox,Procedural Generation,Singleplayer,Tactical,Perma Death,Difficult,CRPG,Fantasy,Replay Value,Early Access,Turn-Based Strategy,Rogue-like
292730,Action,FPS,Multiplayer,Futuristic,Space,Zombies,Shooter,First-Person,Singleplayer,Sci-fi,Robots,Adventure,Story Rich,Quick-Time Events,Atmospheric,Great Soundtrack,War,Post-apocalyptic,Co-op,Dog
70,FPS,Classic,Action,Sci-fi,Singleplayer,Shooter,First-Person,Multiplayer,Aliens,1990's,Story Rich,Adventure,Masterpiece,Atmospheric,Silent Protagonist,Great Soundtrack,Moddable,Linear,Retro,Difficult
212910
388660,Strategy,Indie,Simulation,Space,Turn-Based Strategy,Rogue-like
368500,Assassin,Open World,Action,Parkour,Stealth,Historical,Adventure,Third Person,Singleplayer,Story Rich,Female Protagonist,Atmospheric,Steampunk,Great Soundtrack,Multiplayer,Strategy,Funny,Gore,Illuminati,Co-op
24960,FPS,Multiplayer,Action,Shooter,Team-Based,War,First-Person,Military,Singleplayer,Destruction,Co-op,Tactical,Atmospheric,Open World,Comedy,Classic,Strategy,Adventure,Simulation,Sandbox
389300
225260,Action,Comedy,Adventure,Open World,Great Soundtrack,Music,Third Person,Strategy,Hack and Slash,RTS,Funny,Fantasy,Singleplayer,Multiplayer,Atmospheric,Action-Adventure,Gothic,Beat 'em up,Action RPG,RPG
211500,Racing,Free to Play,Multiplayer,Simulation,Driving,Sports,Singleplayer,Action,Realistic,First-Person,Controller,Open World,Massively Multiplayer,Co-op,Adventure,Online Co-Op,VR,FPS,Casual
40970,Strategy,Medieval,RTS,Multiplayer,Classic,City Builder,Tactical,Simulation,Historical,Economy,Singleplayer,Building,Sandbox,Adventure,Co-op,Action,Remake,2D,Great Soundtrack,Funny
237310,Free to Play,Anime,RPG,Action,MMORPG,Adventure,Massively Multiplayer,Fighting,Multiplayer,Side Scroller,PvP,Online Co-Op,Cute,Hack and Slash,Fantasy,2D,Casual,Co-op,Beat 'em up,Platformer
33230,Action,Open World,Adventure,Parkour,Stealth,Assassin,Third Person,Historical,Story Rich,Singleplayer,Great Soundtrack,Atmospheric,Conspiracy,Action-Adventure,Classic,Multiplayer,Controller,Alternate History,Sandbox,Sci-fi
333950,Early Access,Building,Medieval,Sandbox,Physics,Open World,Destruction,Multiplayer,Simulation,Crafting,Survival,Strategy,Singleplayer,Realistic,Action,Indie,Co-op,Adventure,Atmospheric
541180,Sports,Free to Play,Soccer,Football,Multiplayer
289650,Open World,Parkour,Assassin,Stealth,Historical,Co-op,Action,Adventure,Third Person,Multiplayer,Atmospheric,Online Co-Op,Singleplayer,Story Rich,Great Soundtrack,RPG,Action RPG,Sandbox,Tactical,Simulation
555830,Action,Massively Multiplayer,Indie,Casual
474960,Action,Story Rich,Time Manipulation,Third Person,Singleplayer,Sci-fi,Cinematic,Third-Person Shooter,Atmospheric,Adventure,Episodic,Choices Matter,Shooter,Bullet Time,Time Travel,Great Soundtrack,Open World,Controller,Stealth,Multiplayer
391040,Racing,Simulation,Sports,Multiplayer,Singleplayer,Driving,Realistic,Strategy,Controller,Co-op,Action,Casual
215280,MMORPG,Massively Multiplayer,RPG,Lovecraftian,Horror,Story Rich,Illuminati,Conspiracy,Action,Open World,Mythology,Exploration,Puzzle,Supernatural,Adventure,Multiplayer,Free to Play,Zombies,Third Person,Character Customization
33350,Strategy,City Builder,Resource Management,Multiplayer,Simulation,Medieval,Singleplayer
666220,Free to Play,Multiplayer,2D,Action,Shooter,Casual,Top-Down Shooter,Indie,Zombies,Singleplayer,Gore,Top-Down,FPS,2D Fighter
404730
545580,Casual,Indie,Action,Arcade,Trading Card Game
246620,Strategy,Simulation,Indie,Singleplayer,Multiplayer,Zombies,Casual,Tactical,Replay Value,Early Access,Post-apocalyptic,Realistic,Atmospheric,2D,Addictive,Sandbox,Difficult,Co-op,Survival,Horror
42700,Action,FPS,Zombies,Multiplayer,Shooter,Singleplayer,Cold War,First-Person,War,Military,Online Co-Op,Co-op,Adventure,Gore,Story Rich,Controller,Linear,Massively Multiplayer,Horror,Point & Click
332310,LEGO,Open World,Building,Sandbox,Adventure,Multiplayer,Exploration,Family Friendly,Singleplayer,Third Person,Early Access,Funny,Destruction,Action,Co-op,Simulation,Comedy,Casual,Walking Simulator,Voxel
212070,Free to Play,Space,Action,Multiplayer,Sci-fi,Massively Multiplayer,Simulation,Open World,Flight,Space Sim,Co-op,Shooter,Third Person,PvP,Competitive,Adventure,Atmospheric,Sandbox,MMORPG,VR
366220,Open World,RPG,Sandbox,Crafting,Building,Survival,Adventure,Multiplayer,Indie,Co-op,Base-Building,MMORPG,Singleplayer,PvP,First-Person,Fantasy,Medieval,PvE,Massively Multiplayer,Simulation
282440,FPS,Multiplayer,Classic,Arena Shooter,Fast-Paced,Action,Shooter,e-sports,Competitive,First-Person,Difficult,Cult Classic,Funny,Parkour,Old School,Masterpiece,Survival,Strategy,Atmospheric,Horror
299360,Free to Play,Action,Multiplayer,FPS,Building,Shooter,Strategy,First-Person,Team-Based,Base-Building,Class-Based,PvP,Destruction,Massively Multiplayer,Sandbox,Funny,MOBA,Voxel,Comedy,Gore
431560,Indie,Action,Platformer,Singleplayer,2D,GameMaker,Difficult
22370,Open World,RPG,Post-apocalyptic,Singleplayer,Moddable,First-Person,Sci-fi,Adventure,Action,FPS,Replay Value,Sandbox,Third Person,Exploration,Atmospheric,Story Rich,Shooter,Cult Classic,Action RPG,Great Soundtrack
500,Zombies,Co-op,FPS,Multiplayer,Action,Shooter,Online Co-Op,Team-Based,First-Person,Horror,Survival,Post-apocalyptic,Singleplayer,Adventure,Atmospheric,Tactical,Competitive,Moddable,Female Protagonist,Replay Value
248390,Sandbox,Crafting,Survival,Building,Strategy,Indie,2D,Simulation,Multiplayer,Singleplayer,Open World,City Builder,RPG,Fantasy,Resource Management,Adventure,God Game,Tower Defense,Side Scroller,Casual
619730,Strategy,Indie,Casual,Racing
344760,Survival,Open World,Medieval,Multiplayer,Crafting,Building,PvP,Sandbox,Action,Adventure,RPG,Online Co-Op,Realistic,Gore,Simulation,Co-op,Early Access,Indie,Dark Fantasy,Dark Humor
371660,Open World,Survival,Action,Adventure,Hunting,First-Person,Singleplayer,Crafting,Exploration,FPS,Atmospheric,Stealth,Shooter,Mature,Sandbox,Action RPG,RPG,Co-op,Strategy,Online Co-Op
203140,Stealth,Action,Third Person,Assassin,Singleplayer,Third-Person Shooter,Tactical,Replay Value,Shooter,Crime,Cinematic,Difficult,Story Rich,Multiplayer,Atmospheric,Adventure,Strategy,Score Attack,Linear,Controller
562730,Early Access,Indie,Strategy,Tower Defense,Casual,Puzzle,Action,Mechs
39120,Free to Play,MMORPG,Massively Multiplayer,RPG,Fantasy,Multiplayer,Open World,Adventure,Action,Co-op,Character Customization,Online Co-Op,PvP,Magic,Survival,Crafting,Singleplayer,Strategy,First-Person,FPS
571740,Early Access,Multiplayer,Mini Golf,Casual,Sports,Golf,Simulation,Indie,Funny,Online Co-Op,Singleplayer,Level Editor,Sandbox,Memes
619330,Indie,Simulation,Hunting
212200,Anime,Free to Play,Massively Multiplayer,RPG,MMORPG,Action,Casual,Simulation,Adventure,Open World,Fantasy,Multiplayer,Sandbox,Action RPG,Cute,Nudity
482750,Sports,Simulation,Football
355840,Early Access,Free to Play,Multiplayer,Survival,FPS,Shooter,Post-apocalyptic,Action,First-Person,Open World,PvP,Co-op,Atmospheric,Massively Multiplayer,Zombies,Crafting,RPG,Adventure,Exploration
554620,Story Rich,Choices Matter,Great Soundtrack,Female Protagonist,Atmospheric,Episodic,Singleplayer,Adventure,Choose Your Own Adventure,Third Person,Multiple Endings,Drama,Mystery,Action,Indie,Walking Simulator,Point & Click,Psychological Horror,Memes,Time Travel
526290,Action,Indie,Fighting
672680,Free to Play,Strategy,World War II,Massively Multiplayer,War,Military,Simulation,Historical,Grand Strategy,Diplomacy,Multiplayer,Real Time Tactics,Tactical,RTS,Alternate History,Wargame,Real-Time,Singleplayer
274190,America,Action,Pixel Graphics,Co-op,2D,Platformer,Indie,Local Co-Op,Multiplayer,Side Scroller,Shooter,Retro,Funny,Gore,Local Multiplayer,Comedy,Arcade,Adventure,Casual,Epic
624140
9420,Strategy,RTS,Sci-fi,Multiplayer,Singleplayer,Grand Strategy,Co-op,Base-Building,Moddable,Real-Time with Pause,Competitive,Masterpiece,Robots,Real-Time,Action,Online Co-Op,Space,Adventure,Great Soundtrack,Classic
636480,Early Access,FPS,War,Singleplayer,Action,Shooter,First-Person,Military,Funny,Team-Based,Indie,Physics,Strategy,Tactical,Simulation,Sandbox,Realistic,Adventure,Atmospheric
268400,Strategy,World War II,Turn-Based Strategy,Wargame,Turn-Based,Hex Grid,Historical,Tanks,Singleplayer,Tactical,Military,Replay Value,Multiplayer,Grand Strategy,War
110800,Detective,Crime,Open World,Noir,Adventure,Story Rich,Third Person,Mystery,Action,Cinematic,Singleplayer,Atmospheric,Investigation,Mature,Nudity,Puzzle,Third-Person Shooter,Strategy,3D Vision,RPG
412290,Adventure,Indie,Casual
221040,Action,Zombies,Co-op,Third-Person Shooter,Horror,Adventure,Co-op Campaign,Online Co-Op,Third Person,Quick-Time Events,Shooter,Multiplayer,Local Co-Op,Survival,Singleplayer,Split Screen,Survival Horror,Atmospheric,Female Protagonist,Casual
48720,RPG,Open World,Action,Medieval,Strategy,Multiplayer,Historical,War,Singleplayer,Sandbox,Third Person,Character Customization,Adventure,First-Person,Moddable,Horses,Simulation,Action RPG,Based On A Novel,Indie
414070,Early Access,Indie,Platformer,Adventure,Action,Rogue-like,Female Protagonist
232890,Strategy,Medieval,RTS,City Builder,Multiplayer,Simulation,Historical,Classic,Singleplayer,Co-op,Atmospheric,Building,Resource Management,Action,Sandbox,Open World,Adventure,Tactical,Survival,Indie
39140,JRPG,RPG,Classic,Turn-Based,Singleplayer,Story Rich,Great Soundtrack,Fantasy,Masterpiece,Retro,Adventure,Sci-fi,Open World,Atmospheric,Cyberpunk,Party-Based RPG,Epic,Dystopian ,Exploration,Strategy
11020,Racing,Free to Play,Multiplayer,Singleplayer,Level Editor,Arcade,Simulation,Massively Multiplayer,Competitive,Action,Controller,Sports,Difficult,Sandbox,Adventure,Co-op,Casual,First-Person,Open World,Indie
388080,Utilities,Software,Indie,Action
22320,RPG,Open World,Fantasy,Classic,Great Soundtrack,Moddable,First-Person,Adventure,Singleplayer,Cult Classic,Atmospheric,Magic,Masterpiece,Sandbox,Exploration,Story Rich,Action RPG,Character Customization,Medieval,Action
647830,Action,LEGO,Superhero,Open World,Multiplayer,Adventure,Funny,Family Friendly,Co-op,Singleplayer,Comedy,Character Customization,Heist,Local Co-Op,Sandbox,Online Co-Op
421020,Racing,Simulation,Sports,Driving,Multiplayer,Offroad,Realistic,Singleplayer,Arcade,Atmospheric,Action,Open World,VR
3590,Tower Defense,Zombies,Strategy,Casual,Singleplayer,Comedy,Family Friendly,2D,Puzzle,Indie,Cute,Great Soundtrack,Funny,Survival,Addictive,Classic,Tactical,Touch-Friendly,Post-apocalyptic,Adventure
460920,Sports,Open World,Multiplayer,Action,Simulation,Atmospheric,Exploration,Great Soundtrack,Adventure,First-Person,Racing,Third Person,Singleplayer,Co-op,Sandbox,Realistic,Casual,VR,Massively Multiplayer,Funny
678800,Free to Play,Top-Down Shooter,Zombies,Multiplayer,Action,RPG,Co-op,Shooter,Singleplayer,Survival,2D,Top-Down,Sci-fi
463530,Early Access,Strategy,Simulation,Indie,Management,Survival,RTS,Adventure,Singleplayer
359870,JRPG,Story Rich,RPG,Great Soundtrack,Turn-Based Combat,Fantasy,Classic,Singleplayer,Adventure,Atmospheric,Turn-Based,Romance,Female Protagonist,Anime,Linear,Action,Open World,Remake,Sports,Puzzle
420360,Adventure,Indie,Platformer,Abstract,Minimalist,Great Soundtrack,Difficult,2.5D
209000,Action,Batman,Open World,Superhero,Adventure,Third Person,Stealth,Singleplayer,Multiplayer,Fighting,Beat 'em up,Comic Book,Detective,Story Rich,Controller,Atmospheric,Action-Adventure,3D Vision,Sandbox,Third-Person Shooter
578310,Free to Play,Multiplayer,Shooter,2D,Action,Pixel Graphics,Massively Multiplayer,Indie,Platformer,Violent,Survival,Co-op,Side Scroller,Local Multiplayer,Post-apocalyptic,Gun Customization,Singleplayer,Casual,War,Gore
223830,Turn-Based Strategy,Strategy,Sci-fi,Turn-Based,Aliens,Turn-Based Tactics,Indie,Singleplayer,Tactical,Isometric,Simulation,Base-Building,Cold War,Kickstarter,Remake,2D,RPG,Atmospheric
322110,Platformer,Action,Indie,2D,Rogue-lite,Rogue-like,Online Co-Op,Female Protagonist,Great Soundtrack,Local Multiplayer,Multiplayer,Local Co-Op,Controller,Side Scroller,Singleplayer,Procedural Generation,Co-op,Difficult,Anime,Sci-fi
345350,RPG,JRPG,Female Protagonist,Open World,Fantasy,Great Soundtrack,Singleplayer,Story Rich,Adventure,Anime,Action,Third Person,Action RPG,Character Customization,Hack and Slash,Atmospheric,Cute,Nudity
323580,Adventure,Mythology,Action,Female Protagonist,Indie,Hand-drawn,Difficult,Atmospheric,Exploration,Singleplayer,Great Soundtrack,Isometric,2D,Fantasy,Kickstarter,Controller,Story Rich,Souls-like,Multiplayer
